date,amount,category,description
2026-01-28,32.0,food,Lunch with a customer,,
2026-01-28,22.0,entertainment,Movie ticket with friends,,
2026-01-28,48.0,food,Dinner with family,,
2026-01-28,24.0,entertainment,Drinks after work with coworkers and friends,,
2026-01-19,12.5,food,Sandwich purchased on the Monday before this week,,
2026-01-12,8.75,food,Coffee,,
2026-01-05,12.5,food,Sandwich bought on the first Monday of January,,
2026-01-31,25.99,entertainment,movie ticket,,
2026-01-30,60.0,transport,Gas payment on the last business day of last month,,
2026-01-27,4.5,food,Coffee,,
2026-01-26,38.0,transport,Uber to the airport,,
2026-01-23,18.0,entertainment,movie ticket,,
2026-01-31,20.0,transport,Bus pass,,
2026-01-28,65.0,food,Instacart grocery delivery,,
2026-01-31,79.99,gadget,Bought headphones,,
2026-01-28,35000.0,other,Bought a car,,
2026-01-28,0.99,gadget,Paid for an app,,
2026-01-28,200.0,entertainment,Spa treatment,,
2026-01-28,50.0,food,dinner,,
2026-01-28,1200.0,gadget,Compra de laptop,,
2026-01-28,12.5,food,Sandwich purchase,,
2026-01-29,45.0,transport,Gas expense,,
2026-01-15,25.99,entertainment,Movie ticket,,
2026-01-20,125.0,shopping,New shoes,,
2026-01-28,1200.0,gadget,Laptop purchase,,
2026-01-28,18.0,transport,Taxi to client meeting,,
2026-01-28,32.0,food,Lunch with a customer,,
2026-01-28,22.0,entertainment,Movie ticket with friends,,
2026-01-28,48.0,food,Dinner with family,,
2026-01-28,12.5,food,Sandwich purchase,,
2026-01-28,12.5,food,Sandwich purchase,,
2026-01-28,12.5,food,Sandwich purchase,,
2026-01-28,12.5,food,Sandwich,,
2026-01-28,18.0,transport,Taxi to client meeting,,
2026-01-28,12.5,food,Sandwich purchase,,
2026-01-28,18.0,transport,Taxi to client meeting,,
2026-01-28,12.5,food,Sandwich purchase,,
2026-01-28,18.0,transport,Taxi to client meeting,,
2026-01-28,12.5,food,Sandwich purchase,,
2026-01-29,45.0,transport,Gas expense,,
2026-01-15,25.99,entertainment,Movie ticket,,
2026-01-20,125.0,shopping,New shoes,,
2026-01-28,1200.0,gadget,Laptop purchase,,
2026-01-28,18.0,transport,Taxi to client meeting,,
2026-01-28,32.0,food,Lunch with a customer,,
2026-01-28,22.0,entertainment,Movie ticket with friends,,
2026-01-28,48.0,food,Dinner with family,,
2026-01-28,14.0,food,Lunch after work event (likely reimbursable),,
2026-01-28,24.0,entertainment,Drinks after work with coworkers and friends,,
2026-01-22,12.5,food,Sandwich purchase,,
2026-01-18,8.75,food,Coffee purchase,,
2026-01-05,12.5,food,Sandwich purchase,,
2025-12-31,25.99,entertainment,Movie ticket,,
2025-12-31,60.0,transport,Gas expense for business travel,,
2026-01-27,4.5,food,Coffee,,
2026-01-26,38.0,transport,Uber to the airport,,
2026-01-23,18.0,entertainment,Movie ticket,,
2026-01-31,20.0,transport,Bus pass purchase,,
2026-01-28,65.0,food,Instacart grocery delivery,,
2025-12-31,79.99,gadget,Headphones purchase,,
2026-01-28,35000.0,other,Car purchase,,
2026-01-28,0.99,gadget,App purchase,,
2026-01-28,200.0,entertainment,Spa treatment,,
2026-01-28,50.0,food,Dinner expense,,
2026-01-28,1200.0,gadget,Compra de laptop,,
2026-01-28,12.5,food,Sandwich purchase,,
2026-01-29,45.0,transport,Gas expense,,
2026-01-15,25.99,entertainment,Movie ticket,,
2026-01-20,125.0,shopping,New shoes,,
2026-01-28,1200.0,gadget,Laptop purchase,,
2026-01-28,18.0,transport,Taxi to client meeting,,
2026-01-28,32.0,food,Lunch with a customer,,
2026-01-28,22.0,entertainment,Movie ticket with friends,,
2026-01-28,48.0,food,Dinner with family,,
2026-01-28,14.0,food,Lunch after work event (likely reimbursable),,
2026-01-28,24.0,entertainment,Drinks after work with coworkers and friends,,
2026-01-22,12.5,food,Sandwich purchase,,
2026-01-18,8.75,food,Coffee purchase,,
2026-01-05,12.5,food,Sandwich purchase,,
2025-12-31,25.99,entertainment,Movie ticket,,
2025-12-31,60.0,transport,Gas expense for business travel,,
2026-01-27,4.5,food,Coffee,,
2026-01-26,38.0,transport,Uber to the airport,,
2026-01-22,18.0,entertainment,Movie ticket,,
2026-01-31,20.0,transport,Bus pass purchase,,
2026-01-28,65.0,food,Instacart grocery delivery,,
2025-12-31,79.99,gadget,Headphones purchase,,
2026-01-28,35000.0,other,Car purchase,,
2026-01-28,0.99,gadget,App purchase,,
2026-01-28,200.0,entertainment,Spa treatment,,
2026-01-28,50.0,food,Dinner expense,,
2026-01-28,1200.0,gadget,Compra de laptop,,
2026-01-28,12.5,food,Sandwich purchase,,
2026-01-29,45.0,transport,Gas expense,,
2026-01-15,25.99,entertainment,Movie ticket,,
2026-01-20,125.0,shopping,New shoes,,
2026-01-28,1200.0,gadget,Laptop purchase,,
2026-01-28,18.0,transport,Taxi to client meeting,,
2026-01-28,32.0,food,Lunch with a customer,,
2026-01-28,22.0,entertainment,Movie ticket with friends,,
2026-01-28,48.0,food,Dinner with family,,
2026-01-28,14.0,food,Lunch after a work event (potentially reimbursable),,
2026-01-28,24.0,entertainment,Drinks after work with coworkers and friends,,
2026-01-22,12.5,food,Sandwich purchase,,
2026-01-18,8.75,food,Coffee purchase,,
2026-01-05,12.5,food,Sandwich purchase,,
2025-12-31,25.99,entertainment,Movie ticket,,
2025-12-31,60.0,transport,Gas expense for business travel,,
2026-01-27,4.5,food,Coffee,,
2026-01-26,38.0,transport,Uber to the airport,,
2026-01-22,18.0,entertainment,Movie ticket,,
2026-01-31,20.0,transport,Bus pass purchase,,
2026-01-28,65.0,food,Instacart grocery delivery,,
2025-12-31,79.99,gadget,Headphones purchase,,
2026-01-28,35000.0,other,Car purchase,,
2026-01-28,0.99,gadget,App purchase,,
2026-01-28,200.0,entertainment,Spa treatment,,
2026-01-28,50.0,food,Dinner expense,,
2026-01-28,1200.0,gadget,Compra de laptop,,
2026-01-28,12.5,food,Sandwich purchase,,
2026-01-29,45.0,transport,Gas purchase,,
2026-01-15,25.99,entertainment,Movie ticket,,
2026-01-20,125.0,shopping,New shoes purchase,,
2026-01-28,1200.0,gadget,Laptop purchase,,
2026-01-28,18.0,transport,Taxi to client meeting,,
2026-01-28,32.0,food,Lunch with a customer,,
2026-01-28,22.0,entertainment,Movie ticket with friends,,
2026-01-28,48.0,food,Dinner with family,,
2026-01-28,14.0,food,Lunch after a work event,,
2026-01-28,24.0,food,Drinks after work with coworkers and friends,,
2026-01-22,12.5,food,Sandwich purchase,,
2026-01-18,8.75,food,Coffee purchase,,
2026-01-04,12.5,food,Sandwich purchase,,
2025-12-31,25.99,entertainment,Movie ticket,,
2026-01-28,60.0,transport,Gas expense on the last business day of January,,
2026-01-27,4.5,food,Coffee purchase,,
2026-01-26,38.0,transport,Uber ride to the airport,,
2026-01-22,18.0,entertainment,Movie ticket,,
2026-01-31,20.0,transport,Bus pass purchase,,
2026-01-28,65.0,food,Instacart grocery delivery,,
2025-12-31,79.99,gadget,Headphones purchase,,
2026-01-28,35000.0,transport,Car purchase,,
2026-01-28,0.99,gadget,App purchase,,
2026-01-28,200.0,other,Spa treatment,,
2026-01-28,50.0,food,Dinner,,
2026-01-28,1200.0,gadget,Compra de laptop,,
2026-01-28,12.5,food,Sandwich purchase,,
2026-01-29,45.0,transport,Gas expense,,
2026-01-15,25.99,entertainment,Movie ticket,,
2026-01-20,125.0,shopping,New shoes,,
2026-01-28,1200.0,gadget,Laptop purchase,,
2026-01-28,18.0,transport,Taxi to client meeting,,
2026-01-28,32.0,food,Lunch with a customer,,
2026-01-28,22.0,entertainment,Movie ticket with friends,,
2026-01-28,48.0,food,Dinner with family,,
2026-01-28,14.0,food,Lunch after work event,,
2026-01-28,24.0,entertainment,Drinks after work with coworkers and friends,,
2026-01-22,12.5,food,Sandwich purchase,,
2026-01-18,8.75,food,Coffee purchase,,
2026-01-04,12.5,food,Sandwich purchase,,
2025-12-31,25.99,entertainment,Movie ticket,,
2026-01-30,60.0,transport,Gas expense,,
2026-01-27,4.5,food,Coffee,,
2026-01-26,38.0,transport,Uber to the airport,,
2026-01-22,18.0,entertainment,Movie ticket,,
2026-01-31,20.0,transport,Bus pass purchase,,
2026-01-28,65.0,food,Instacart grocery delivery,,
2025-12-31,79.99,gadget,Headphones purchase,,
2026-01-28,35000.0,other,Car purchase,,
2026-01-28,0.99,gadget,App purchase,,
2026-01-28,200.0,entertainment,Spa treatment,,
2026-01-28,50.0,food,Dinner,,
2026-01-28,1200.0,gadget,Compra de laptop,,
2026-01-28,12.5,food,Sandwich purchase,,
2026-01-29,45.0,transport,Gas expense,,
2026-01-15,25.99,entertainment,Movie ticket,,
2026-01-20,125.0,shopping,New shoes,,
2026-01-28,1200.0,gadget,Laptop purchase,,
2026-01-28,18.0,transport,Taxi to client meeting,,
2026-01-28,32.0,food,Lunch with a customer,,
2026-01-28,22.0,entertainment,Movie ticket with friends,,
2026-01-28,48.0,food,Dinner with family,,
2026-01-28,14.0,food,Lunch after work event (potentially reimbursable),,
2026-01-28,24.0,entertainment,Drinks after work with coworkers and friends,,
2026-01-18,12.5,food,Sandwich purchase,,
2026-01-18,8.75,food,Coffee,,
2026-01-05,12.5,food,Sandwich purchase,,
2025-12-31,25.99,entertainment,Movie ticket,,
2025-12-31,60.0,transport,Gas expense for business travel,,
2026-01-27,4.5,food,Coffee,,
2026-01-26,38.0,transport,Uber to the airport,,
2026-01-23,18.0,entertainment,Movie ticket,,
2026-01-31,20.0,transport,Bus pass purchase,,
2026-01-28,65.0,food,Instacart grocery delivery,,
2025-12-31,79.99,gadget,Headphones purchase,,
2026-01-28,35000.0,other,Car purchase,,
2026-01-28,0.99,gadget,App purchase,,
2026-01-28,200.0,entertainment,Spa treatment,,
2026-01-28,50.0,food,Dinner expense,,
2026-01-28,1200.0,gadget,Compra de laptop,,
2026-01-28,12.5,food,Sandwich purchase,,
2026-01-29,45.0,transport,Gas purchase,,
2026-01-15,25.99,entertainment,Movie ticket,,
2026-01-20,125.0,shopping,New shoes,,
2026-01-28,1200.0,gadget,Laptop purchase,,
2026-01-28,18.0,transport,Taxi to client meeting,,
2026-01-28,32.0,food,Lunch with a customer,,
2026-01-28,22.0,entertainment,Movie ticket with friends,,
2026-01-28,48.0,food,Dinner with family,,
2026-01-28,14.0,food,Lunch after work event (potentially reimbursable),,
2026-01-28,24.0,entertainment,Drinks after work with coworkers and friends,,
2026-01-22,12.5,food,Sandwich purchase,,
2026-01-18,8.75,food,Coffee purchase,,
2026-01-05,12.5,food,Sandwich purchase,,
2025-12-31,25.99,entertainment,Movie ticket,,
2025-12-31,60.0,transport,Gas expense for business travel,,
2026-01-27,4.5,food,Coffee,,
2026-01-26,38.0,transport,Uber to the airport,,
2026-01-23,18.0,entertainment,Movie ticket,,
2026-01-31,20.0,transport,Bus pass,,
2026-01-28,65.0,food,Instacart grocery delivery,,
2025-12-31,79.99,gadget,Headphones purchase,,
2026-01-28,35000.0,other,Car purchase,,
2026-01-28,0.99,gadget,App purchase,,
2026-01-28,200.0,entertainment,Spa treatment,,
2026-01-28,50.0,food,Dinner,,
2026-01-28,1200.0,gadget,Compra de laptop,,
2026-01-28,12.5,food,Sandwich purchase,,
2026-01-29,45.0,transport,Gas purchase,,
2026-01-15,25.99,entertainment,Movie ticket,,
2026-01-20,125.0,shopping,New shoes,,
2026-01-28,1200.0,gadget,Laptop purchase,,
2026-01-28,18.0,transport,Taxi to client meeting,,
2026-01-28,32.0,food,Lunch with a customer,,
2026-01-28,22.0,entertainment,Movie ticket with friends,,
2026-01-28,48.0,food,Dinner with family,,
2026-01-28,14.0,food,Lunch after work event (likely reimbursable),,
2026-01-28,24.0,entertainment,Drinks after work with coworkers and friends,,
2026-01-18,12.5,food,Sandwich purchase,,
2026-01-18,8.75,food,Coffee purchase,,
2026-01-05,12.5,food,Sandwich purchase,,
2025-12-31,25.99,entertainment,Movie ticket,,
2026-01-30,60.0,transport,Gas expense for business travel,,
2026-01-27,4.5,food,Coffee,,
2026-01-26,38.0,transport,Uber ride to the airport,,
2026-01-22,18.0,entertainment,Movie ticket,,
2026-01-31,20.0,transport,Bus pass purchase,,
2026-01-28,65.0,food,Instacart grocery delivery,,
2025-12-31,79.99,gadget,Headphones purchase,,
2026-01-28,35000.0,other,Car purchase,,
2026-01-28,0.99,gadget,App purchase,,
2026-01-28,200.0,entertainment,Spa treatment,,
2026-01-28,50.0,food,Dinner,,
2026-01-28,1200.0,gadget,Laptop purchase,,
2026-01-28,12.5,food,Sandwich purchase,,
2026-01-29,45.0,transport,Gas payment,,
2026-01-15,25.99,entertainment,Movie ticket,,
2026-01-20,125.0,shopping,New shoes,,
2026-01-28,1200.0,gadget,Laptop purchase,,
2026-01-28,18.0,transport,Taxi to client meeting,,
2026-01-28,32.0,food,Lunch with a customer (reimbursable),,
2026-01-28,22.0,entertainment,Movie ticket with friends,,
2026-01-28,48.0,food,Dinner with family,,
2026-01-28,14.0,food,Lunch after a work event,,
2026-01-28,24.0,entertainment,Drinks after work with coworkers and friends,,
2026-01-18,12.5,food,Sandwich purchase,,
2026-01-18,8.75,food,Coffee purchase,,
2026-01-05,12.5,food,Sandwich purchase,,
2025-12-31,25.99,entertainment,Movie ticket,,
2025-12-31,60.0,transport,Gas expense on the last business day of December,,
2026-01-27,4.5,food,Coffee,,
2026-01-26,38.0,transport,Uber ride to the airport,,
2026-01-22,18.0,entertainment,Movie ticket,,
2026-01-31,20.0,transport,Bus pass purchase,,
2026-01-28,65.0,food,Instacart grocery delivery,,
2025-12-31,79.99,gadget,Headphones purchase,,
2026-01-28,35000.0,other,Car purchase,,
2026-01-28,0.99,gadget,App purchase,,
2026-01-28,200.0,entertainment,Spa treatment,,
2026-01-28,50.0,food,Dinner,,
2026-01-28,1200.0,gadget,Compra de laptop,,
2026-01-28,12.5,food & drink,Sandwich purchase,,
2026-01-28,12.5,food & drink,Sandwich,,
2026-01-28,12.5,food & drink,Sandwich purchase,,
2026-01-28,12.5,Food & Drink,Sandwich,,
2026-01-28,12.5,Food & Drink,Sandwich,,
2026-01-28,12.5,Food & Drink,Sandwich,,
2026-01-29,45.0,Transit & Fuel,Gas,,
2026-01-15,25.99,Media & Streaming,Movie ticket,,
2026-01-20,125.0,Apparel & Beauty,New shoes,,
2026-01-28,1200.0,Electronics & Tech,Laptop purchase,,
2026-01-28,18.0,Transit & Fuel,Taxi to client meeting,,
2026-01-28,32.0,Food & Drink,Lunch with customer,,
2026-01-28,22.0,Arts & Hobbies,Movie ticket with friends,,
2026-01-28,48.0,Food & Drink,Dinner with family,,
2026-01-28,14.0,Food & Drink,Lunch after a work event (potentially reimbursable),,
2026-01-28,24.0,Food & Drink,Drinks after work with coworkers and friends,,
2026-01-19,12.5,Food & Drink,Sandwich,,
2026-01-12,8.75,Food & Drink,Coffee,,
2026-01-05,12.5,Food & Drink,Sandwich,,
2025-12-31,25.99,Media & Streaming,Movie ticket,,
2025-12-31,60.0,Transit & Fuel,Gas,,
2026-01-27,4.5,Food & Drink,Coffee,,
2026-01-26,38.0,Transit & Fuel,Uber to the airport,,
2026-01-23,18.0,Media & Streaming,Movie ticket,,
2026-01-31,20.0,Transit & Fuel,Bus pass,,
2026-01-28,65.0,Food & Drink,Instacart grocery delivery,,
2025-12-31,79.99,Electronics & Tech,Headphones,,
2026-01-28,35000.0,Transit & Fuel,Car purchase (USD),,
2026-01-28,0.99,Electronics & Tech,App purchase,,
2026-01-28,200.0,Apparel & Beauty,Spa treatment,,
2026-01-28,50.0,Food & Drink,Dinner,,
2026-01-28,1200.0,Electronics & Tech,Compra de laptop,,
2026-01-28,12.5,Food & Drink,Sandwich,,
2026-01-29,45.0,Transit & Fuel,Gas,,
2026-01-15,25.99,Media & Streaming,Movie ticket,,
2026-01-20,125.0,Apparel & Beauty,New shoes,,
2026-01-28,1200.0,Electronics & Tech,Laptop purchase,,
2026-01-28,18.0,Transit & Fuel,Taxi to client meeting,,
2026-01-28,32.0,Food & Drink,Lunch with a customer,,
2026-01-28,22.0,Arts & Hobbies,Movie ticket with friends,,
2026-01-28,48.0,Food & Drink,Dinner with family,,
2026-01-28,14.0,Food & Drink,Lunch after a work event (likely reimbursable; confirm with policy),,
2026-01-28,24.0,Food & Drink,Drinks after work with coworkers and friends,,
2026-01-19,12.5,Food & Drink,Sandwich,,
2026-01-12,8.75,Food & Drink,Coffee,,
2026-01-05,12.5,Food & Drink,Sandwich,,
2025-12-31,25.99,Arts & Hobbies,Movie ticket,,
2025-12-31,60.0,Transit & Fuel,Gas,,
2026-01-27,4.5,Food & Drink,Coffee,,
2026-01-26,38.0,Transit & Fuel,Uber to the airport,,
2026-01-23,18.0,Arts & Hobbies,Movie ticket,,
2026-01-31,20.0,Transit & Fuel,Bus pass,,
2026-01-28,65.0,Food & Drink,Instacart grocery delivery,,
2025-12-31,79.99,Electronics & Tech,Headphones,,
2026-01-28,35000.0,Transit & Fuel,Car purchase,,
2026-01-28,0.99,Media & Streaming,App purchase,,
2026-01-28,200.0,Apparel & Beauty,Spa treatment,,
2026-01-28,50.0,Food & Drink,Dinner,,
2026-01-28,1200.0,Electronics & Tech,Compra de laptop,,
2026-01-28,12.5,Food & Drink,Sandwich,,
2026-01-29,45.0,Transit & Fuel,Gas,,
2026-01-28,12.5,Food & Drink,Sandwich,,
2026-01-29,45.0,Transit & Fuel,Gas,,
2026-01-15,25.99,Media & Streaming,Movie ticket,,
2026-01-20,125.0,Apparel & Beauty,New shoes,,
2026-01-28,1200.0,Electronics & Tech,Laptop purchase,,
2026-01-28,18.0,Transit & Fuel,Taxi to client meeting,,
2026-01-28,32.0,Food & Drink,Lunch with a customer,,
2026-01-28,22.0,Arts & Hobbies,Movie ticket with friends,,
2026-01-28,48.0,Food & Drink,Dinner with family,,
2026-01-28,14.0,Food & Drink,Lunch after a work event (reimbursable status unsure),,
2026-01-28,24.0,Food & Drink,Drinks after work with coworkers and friends,,
2026-01-19,12.5,Food & Drink,Sandwich,,
2026-01-19,8.75,Food & Drink,Coffee,,
2026-01-05,12.5,Food & Drink,Sandwich,,
2025-12-31,25.99,Media & Streaming,Movie ticket,,
2025-12-31,60.0,Transit & Fuel,Gas,,
2026-01-27,4.5,Food & Drink,Coffee,,
2026-01-26,38.0,Transit & Fuel,Uber to the airport,,
2026-01-23,18.0,Media & Streaming,Movie ticket,,
2026-01-31,20.0,Transit & Fuel,Bus pass,,
2026-01-28,65.0,Food & Drink,Instacart grocery delivery,,
2025-12-31,79.99,Electronics & Tech,Headphones,,
2026-01-28,35000.0,Transit & Fuel,"Car purchase (USD 35,000)",,
2026-01-28,0.99,Media & Streaming,App purchase,,
2026-01-28,200.0,Apparel & Beauty,Spa treatment,,
2026-01-28,50.0,Food & Drink,Dinner,,
2026-01-28,1200.0,Electronics & Tech,Compra de laptop,,
2026-01-28,12.5,Food & Drink,Sandwich,,
2026-01-29,45.0,Transit & Fuel,Gas,,
2026-01-15,25.99,Media & Streaming,Movie ticket,,
2026-01-20,125.0,Apparel & Beauty,New shoes,,
2026-01-28,1200.0,Electronics & Tech,Laptop purchase,,
2026-01-28,18.0,Transit & Fuel,Taxi to client meeting,,
2026-01-28,32.0,Food & Drink,Lunch with a customer,,
2026-01-28,22.0,Arts & Hobbies,Movie ticket with friends,,
2026-01-28,48.0,Food & Drink,Dinner with family,,
2026-01-28,14.0,Food & Drink,Lunch after a work event (likely reimbursable),,
2026-01-28,24.0,Food & Drink,Drinks after work with coworkers and friends,,
2026-01-19,12.5,Food & Drink,Sandwich,,
2026-01-12,8.75,Food & Drink,Coffee,,
2026-01-05,12.5,Food & Drink,Sandwich,,
2025-12-31,25.99,Media & Streaming,Movie ticket,,
2025-12-31,60.0,Transit & Fuel,Gas,,
2026-01-27,4.5,Food & Drink,Coffee,,
2026-01-26,38.0,Transit & Fuel,Uber ride to the airport,,
2026-01-23,18.0,Media & Streaming,Movie ticket,,
2026-01-31,20.0,Transit & Fuel,Bus pass,,
2026-01-28,65.0,Food & Drink,Instacart grocery delivery,,
2025-12-31,79.99,Electronics & Tech,Headphones,,
2026-01-28,35000.0,Transit & Fuel,Car purchase,,
2026-01-28,0.99,Media & Streaming,App purchase,,
2026-01-28,200.0,Apparel & Beauty,Spa treatment,,
2026-01-28,50.0,Food & Drink,Dinner,,
2026-01-28,1200.0,Electronics & Tech,Compra de laptop,,
2026-01-28,12.5,Food & Drink,Sandwich,,
2026-01-29,45.0,Transit & Fuel,Gas,,
2026-01-15,25.99,Arts & Hobbies,Movie ticket,,
2026-01-20,125.0,Apparel & Beauty,New shoes,,
2026-01-28,1200.0,Electronics & Tech,Laptop purchase,,
2026-01-28,18.0,Transit & Fuel,Taxi to client meeting,,
2026-01-28,32.0,Food & Drink,Lunch with customer,,
2026-01-28,22.0,Arts & Hobbies,Movie ticket with friends,,
2026-01-28,48.0,Food & Drink,Dinner with family,,
2026-01-28,14.0,Food & Drink,Lunch after a work event (reimbursable: unsure),,
2026-01-28,24.0,Food & Drink,Drinks after work with coworkers and friends,,
2026-01-19,12.5,Food & Drink,Sandwich,,
2026-01-19,8.75,Food & Drink,Coffee,,
2026-01-05,12.5,Food & Drink,Sandwich,,
2025-12-31,25.99,Arts & Hobbies,Movie ticket,,
2025-12-31,60.0,Transit & Fuel,Gas (business),,
2026-01-27,4.5,Food & Drink,Coffee,,
2026-01-26,38.0,Transit & Fuel,Uber to the airport,,
2026-01-23,18.0,Media & Streaming,Movie ticket,,
2026-01-31,20.0,Transit & Fuel,Bus pass,,
2026-01-28,65.0,Food & Drink,Instacart grocery delivery,,
2025-12-31,79.99,Electronics & Tech,Headphones,,
2026-01-28,35000.0,Transit & Fuel,Car purchase,,
2026-01-28,0.99,Media & Streaming,App purchase,,
2026-01-28,200.0,Apparel & Beauty,Spa treatment,,
2026-01-28,50.0,Food & Drink,Dinner,,
2026-01-28,1200.0,Electronics & Tech,Compra de laptop,,
2026-01-28,12.5,Food & Drink,Sandwich,,
2026-01-29,45.0,Transit & Fuel,Gas,,
2026-01-15,25.99,Media & Streaming,Movie ticket,,
2026-01-20,125.0,Apparel & Beauty,New shoes,,
2026-01-28,1200.0,Electronics & Tech,Laptop purchase,,
2026-01-28,18.0,Transit & Fuel,Taxi to client meeting,,
2026-01-28,32.0,Food & Drink,Lunch with a customer,,
2026-01-28,22.0,Media & Streaming,Movie ticket with friends,,
2026-01-28,48.0,Food & Drink,Dinner with family,,
2026-01-28,14.0,Food & Drink,Lunch after a work event (likely reimbursable),,
2026-01-28,24.0,Food & Drink,Drinks after work with coworkers and friends,,
2026-01-19,12.5,Food & Drink,Sandwich,,
2026-01-19,8.75,Food & Drink,Coffee,,
2026-01-05,12.5,Food & Drink,Sandwich,,
2025-12-31,25.99,Media & Streaming,Movie ticket,,
2025-12-31,60.0,Transit & Fuel,Gas,,
2026-01-27,4.5,Food & Drink,Coffee,,
2026-01-26,38.0,Transit & Fuel,Uber ride to the airport,,
2026-01-23,18.0,Media & Streaming,Movie ticket,,
2026-01-31,20.0,Transit & Fuel,Bus pass,,
2026-01-28,65.0,Food & Drink,Instacart grocery delivery,,
2025-12-31,79.99,Electronics & Tech,Headphones purchase,,
2026-01-28,35000.0,Misc,Bought a car,,
2026-01-28,0.99,Electronics & Tech,App purchase,,
2026-01-28,200.0,Health & Fitness,Spa treatment,,
2026-01-28,50.0,Food & Drink,Dinner,,
2026-01-28,1200.0,Electronics & Tech,Compra de laptop,,
2026-01-28,12.5,Food & Drink,Sandwich,,
2026-01-29,45.0,Transit & Fuel,Gas,,
2026-01-15,25.99,Media & Streaming,Movie ticket,,
2026-01-20,125.0,Apparel & Beauty,New shoes,,
2026-01-28,1200.0,Electronics & Tech,Laptop purchase,,
2026-01-28,18.0,Transit & Fuel,Taxi to client meeting,,
2026-01-28,32.0,Food & Drink,Lunch with a customer,,
2026-01-28,22.0,Arts & Hobbies,Movie ticket with friends,,
2026-01-28,48.0,Food & Drink,Dinner with family,,
2026-01-28,14.0,Food & Drink,Lunch after work event (likely reimbursable),,
2026-01-28,24.0,Food & Drink,Drinks after work with coworkers and friends,,
2026-01-19,12.5,Food & Drink,Sandwich,,
2026-01-12,8.75,Food & Drink,Coffee,,
2026-01-05,12.5,Food & Drink,Sandwich,,
2025-12-31,25.99,Media & Streaming,Movie ticket,,
2025-12-31,60.0,Transit & Fuel,Gas,,
2026-01-27,4.5,Food & Drink,Coffee,,
2026-01-26,38.0,Transit & Fuel,Uber to the airport,,
2026-01-23,18.0,Media & Streaming,Movie ticket,,
2026-01-31,20.0,Transit & Fuel,Bus pass,,
2026-01-28,65.0,Food & Drink,Instacart grocery delivery,,
2025-12-31,79.99,Electronics & Tech,Headphones,,
2026-01-28,35000.0,Transit & Fuel,Car purchase,,
2026-01-28,0.99,Media & Streaming,App purchase,,
2026-01-28,200.0,Apparel & Beauty,Spa treatment,,
2026-01-28,50.0,Food & Drink,Dinner,,
2026-01-28,1200.0,Electronics & Tech,Compra de laptop,,
2026-01-28,12.5,Food & Drink,Sandwich,,
2026-01-29,45.0,Transit & Fuel,Gas,,
2026-01-15,25.99,Arts & Hobbies,Movie ticket,,
2026-01-20,125.0,Apparel & Beauty,New shoes,,
2026-01-28,1200.0,Electronics & Tech,Laptop purchase,,
2026-01-28,18.0,Transit & Fuel,Taxi to client meeting,,
2026-01-28,32.0,Food & Drink,Lunch with a customer,,
2026-01-28,22.0,Arts & Hobbies,Movie ticket with friends,,
2026-01-28,48.0,Food & Drink,Dinner with my family,,
2026-01-28,14.0,Food & Drink,Lunch ($14) after a work event (likely reimbursable),,
2026-01-28,24.0,Food & Drink,Drinks after work with coworkers and friends,,
2026-01-19,12.5,Food & Drink,Sandwich,,
2026-01-19,8.75,Food & Drink,Coffee,,
2026-01-05,12.5,Food & Drink,Sandwich,,
2025-12-31,25.99,Media & Streaming,Movie ticket,,
2025-12-31,60.0,Transit & Fuel,Gas,,
2026-01-27,4.5,Food & Drink,Coffee,,
2026-01-26,38.0,Transit & Fuel,Uber ride to the airport,,
2026-01-23,18.0,Media & Streaming,Movie ticket,,
2026-01-31,20.0,Transit & Fuel,Bus pass,,
2026-01-28,65.0,Food & Drink,Instacart grocery delivery,,
2025-12-31,79.99,Electronics & Tech,Headphones,,
2026-01-28,35000.0,Transit & Fuel,Bought a car,,
2026-01-28,0.99,Media & Streaming,App purchase,,
2026-01-28,200.0,Apparel & Beauty,Spa treatment,,
2026-01-28,50.0,Food & Drink,Dinner,,
2026-01-28,1200.0,Electronics & Tech,Compra de laptop,,
2026-01-28,12.5,Food & Drink,Sandwich,,
2026-01-29,45.0,Transit & Fuel,Gas,,
2026-01-15,25.99,Media & Streaming,Movie ticket,,
2026-01-20,125.0,Apparel & Beauty,New shoes,,
2026-01-28,1200.0,Electronics & Tech,Laptop purchase,,
2026-01-28,18.0,Transit & Fuel,Taxi to client meeting,,
2026-01-28,32.0,Food & Drink,Lunch with customer,,
2026-01-28,22.0,Arts & Hobbies,Movie ticket with friends,,
2026-01-28,48.0,Food & Drink,Dinner with family,,
2026-01-28,14.0,Food & Drink,Lunch after work event (likely reimbursable),,
2026-01-28,24.0,Food & Drink,Drinks after work with coworkers and friends,,
2026-01-19,12.5,Food & Drink,Sandwich,,
2026-01-19,8.75,Food & Drink,Coffee,,
2026-01-05,12.5,Food & Drink,Sandwich,,
2025-12-31,25.99,Media & Streaming,Movie ticket,,
2025-12-31,60.0,Transit & Fuel,Gas,,
2026-01-27,4.5,Food & Drink,Coffee,,
2026-01-26,38.0,Transit & Fuel,Uber to the airport,,
2026-01-23,18.0,Media & Streaming,Movie ticket,,
2026-01-31,20.0,Transit & Fuel,Bus pass,,
2026-01-28,65.0,Food & Drink,Instacart grocery delivery,,
2025-12-31,79.99,Electronics & Tech,Headphones,,
2026-01-28,35000.0,Transit & Fuel,Car purchase,,
